"popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","music_genre"
52,0.535,0.834,0.439,5.83e-06,0.192,-12.639,0.51,0.714,"Hip-Hop"
39,0.449,0.433,0.298,9.07e-05,0.101,-11.074,0.0301,0.353,"Blues"
35,0.00293,0.316,0.601,0.0102,0.189,-9.278,0.0483,0.51,"Blues"
45,0.0497,0.469,0.867,6.87e-06,0.37,-4.586,0.0512,0.584,"Country"
45,0.868,0.202,0.206,0.00583,0.0899,-14.228,0.0313,0.101,"Jazz"
45,3.3e-06,0.439,0.894,0.0211,0.0905,-6.396,0.0517,0.591,"Alternative"
74,0.398,0.727,0.62,0,0.0926,-6.443,0.306,0.555,"Hip-Hop"
63,0.379,0.795,0.667,0,0.221,-4.831,0.0392,0.754,"Rock"
36,0.0186,0.568,0.882,0.000198,0.195,-4.731,0.067,0.423,"Country"
50,0.934,0.376,0.0811,0.0752,0.0843,-19.927,0.0326,0.385,"Jazz"
49,0.0366,0.735,0.596,0,0.0797,-4.879,0.136,0.311,"Rap"
36,0.00107,0.258,0.949,0.032,0.542,-5.066,0.128,0.224,"Classical"
70,0.06,0.696,0.52,0,0.118,-6.361,0.294,0.359,"Rap"
55,3e-04,0.572,0.944,0.00648,0.669,-5.231,0.139,0.268,"Rock"
21,0.824,0.612,0.429,0.000974,0.104,-10.287,0.0333,0.742,"Blues"
67,0.0444,0.615,0.711,0,0.145,-5.507,0.0779,0.711,"Rap"
46,0.000937,0.317,0.554,0.0966,0.205,-7.624,0.0291,0.384,"Country"
47,0.00996,0.601,0.531,0,0.116,-7.103,0.0548,0.127,"Electronic"
44,0.00366,0.911,0.551,0.0683,0.137,-7.25,0.1,0.733,"Electronic"
62,0.0819,0.421,0.963,0,0.5,-2.16,0.415,0.494,"Rap"
20,0.00386,0.496,0.851,0.964,0.102,-6.423,0.0371,0.937,"Anime"
30,0.716,0.784,0.462,0.832,0.108,-11.076,0.0404,0.833,"Jazz"
40,0.0477,0.628,0.741,0.29,0.0802,-4.533,0.032,0.646,"Jazz"
39,0.538,0.292,0.198,0,0.11,-11.175,0.0366,0.2,"Classical"
35,0.65,0.363,0.38,0,0.0859,-7.778,0.0348,0.265,"Blues"
30,0.0469,0.732,0.533,1.23e-06,0.0618,-8.019,0.113,0.676,"Jazz"
64,0.696,0.55,0.767,7.2e-05,0.227,-7.574,0.0909,0.815,"Country"
21,0.478,0.547,0.848,0.00118,0.359,-5.122,0.0477,0.579,"Blues"
24,0.368,0.181,0.677,0.929,0.136,-8.148,0.0463,0.114,"Anime"
39,0.0476,0.642,0.316,0.828,0.116,-18.527,0.0663,0.0875,"Electronic"
53,0.124,0.485,0.552,0,0.103,-4.539,0.0305,0.476,"Country"
50,0.564,0.729,0.425,5.46e-05,0.22,-10.207,0.0668,0.863,"Rock"
37,0.613,0.46,0.633,0,0.274,-7.153,0.0404,0.515,"Jazz"
63,0.223,0.619,0.896,0,0.101,-4.233,0.0315,0.952,"Alternative"
26,0.00768,0.406,0.961,0,0.207,-2.777,0.109,0.429,"Anime"
12,0.0402,0.651,0.527,0.0152,0.149,-9.847,0.0309,0.458,"Blues"
58,0.692,0.314,0.399,0.00419,0.11,-9.199,0.0501,0.302,"Alternative"
48,0.0109,0.853,0.494,0.000884,0.205,-10.911,0.201,0.341,"Alternative"
54,0.227,0.739,0.725,0,0.0991,-4.301,0.203,0.582,"Hip-Hop"
56,0.375,0.438,0.593,1.8e-05,0.388,-7.786,0.049,0.0791,"Rap"
24,0.398,0.679,0.13,0.731,0.106,-13.702,0.0705,0.706,"Anime"
57,0.091,0.891,0.827,1.53e-06,0.221,-6.139,0.351,0.861,"Hip-Hop"
38,0.0604,0.541,0.655,0,0.0696,-11.3,0.0579,0.728,"Blues"
44,0.000143,0.509,0.751,0.157,0.108,-6.963,0.0351,0.133,"Alternative"
37,1.87e-05,0.215,0.986,0.934,0.106,-5.263,0.215,0.0381,"Electronic"
25,0.863,0.141,0.379,0.0528,0.106,-21.39,0.0527,0.047,"Anime"
54,0.827,0.585,0.229,0.897,0.12,-9.554,0.0306,0.277,"Jazz"
55,0.205,0.577,0.86,0,0.334,-6.2,0.318,0.789,"Rap"
35,0.00137,0.238,0.927,0,0.125,-3.69,0.0554,0.365,"Classical"
55,0.0397,0.713,0.803,0,0.332,-4.124,0.385,0.669,"Rap"
57,0.277,0.535,0.479,0.0285,0.139,-14.112,0.0311,0.504,"Rock"
48,0.101,0.53,0.54,0,0.35,-6.859,0.0499,0.476,"Alternative"
48,0.854,0.673,0.392,0.85,0.117,-8.929,0.0359,0.853,"Alternative"
35,0.341,0.514,0.584,0.946,0.485,-10.067,0.0271,0.197,"Electronic"
54,0.108,0.887,0.372,3.69e-05,0.137,-10.552,0.488,0.487,"Hip-Hop"
33,0.00275,0.859,0.477,0.948,0.0836,-11.545,0.104,0.253,"Electronic"
61,0.503,0.799,0.502,3.93e-06,0.143,-6.999,0.0792,0.819,"Rap"
34,0.0893,0.69,0.773,9.15e-05,0.294,-10.003,0.24,0.882,"Jazz"
75,0.00178,0.394,0.944,4.54e-06,0.298,-6.506,0.0761,0.265,"Rock"
4,0.536,0.591,0.257,0.0193,0.0838,-17.782,0.0316,0.237,"Blues"
22,0.00613,0.305,0.885,0,0.32,-3.203,0.282,0.579,"Anime"
57,0.863,0.315,0.224,0.000377,0.109,-11.94,0.0406,0.0727,"Rock"
30,0.946,0.253,0.145,0.853,0.0973,-18.668,0.0369,0.114,"Classical"
22,0.00044,0.574,0.74,0.0125,0.18,-7.299,0.0457,0.69,"Blues"
36,0.557,0.559,0.488,0.0621,0.0848,-6.976,0.0301,0.624,"Jazz"
66,0.0877,0.757,0.579,0,0.104,-9.174,0.0655,0.537,"Rap"
47,0.908,0.346,0.218,7.42e-06,0.0967,-11.324,0.0301,0.255,"Country"
39,0.992,0.51,0.0885,0.88,0.683,-27.083,0.0676,0.396,"Classical"
39,0.0509,0.402,0.892,0,0.345,-7.373,0.0302,0.951,"Blues"
57,0.0419,0.679,0.801,4.85e-06,0.11,-5.598,0.163,0.517,"Rock"
32,0.00665,0.417,0.692,0.0121,0.901,-12.388,0.114,0.673,"Blues"
53,0.0374,0.689,0.606,1.62e-05,0.158,-5.997,0.0752,0.661,"Rap"
18,0.581,0.523,0.614,0.0113,0.112,-5.261,0.0292,0.56,"Blues"
23,0.147,0.768,0.634,0.861,0.0733,-9.651,0.0397,0.338,"Electronic"
53,0.148,0.775,0.795,0.00119,0.0411,-4.171,0.206,0.796,"Hip-Hop"
77,0.115,0.719,0.497,0,0.0898,-7.661,0.681,0.345,"Hip-Hop"
13,0.854,0.272,0.144,0.51,0.0956,-22.634,0.0353,0.0377,"Anime"
37,0.983,0.351,0.232,0.839,0.218,-15.058,0.0437,0.202,"Classical"
33,0.133,0.695,0.862,0.0344,0.149,-1.481,0.141,0.701,"Electronic"
45,0.0335,0.505,0.872,0,0.0832,-5.182,0.0561,0.603,"Country"
49,0.00306,0.398,0.982,0.0243,0.44,-3.979,0.178,0.401,"Alternative"
0,0.348,0.544,0.445,0.00103,0.221,-16.22,0.0278,0.145,"Rock"
24,0.00267,0.586,0.984,0.0012,0.189,-2.065,0.0791,0.66,"Anime"
35,0.151,0.817,0.623,0.847,0.136,-6.911,0.0521,0.688,"Jazz"
19,0.0271,0.621,0.892,0.000298,0.107,-5.658,0.0384,0.359,"Anime"
64,0.000763,0.497,0.872,8.94e-05,0.171,-6.166,0.115,0.383,"Rap"
66,0.272,0.635,0.601,0,0.112,-9.837,0.144,0.515,"Hip-Hop"
32,0.88,0.562,0.347,0.0709,0.136,-9.546,0.0411,0.48,"Blues"
46,0.522,0.332,0.522,0,0.106,-4.749,0.0369,0.171,"Country"
42,0.718,0.403,0.522,0.0192,0.147,-8.096,0.0407,0.543,"Country"
60,0.0121,0.695,0.807,0,0.266,-5.123,0.0346,0.4,"Rap"
43,1.85e-05,0.524,0.828,0.851,0.0977,-7.182,0.035,0.218,"Jazz"
35,0.291,0.523,0.897,0,0.288,-3.487,0.0423,0.634,"Country"
46,0.000132,0.226,0.823,6.41e-05,0.0891,-5.425,0.0421,0.406,"Alternative"
27,0.00552,0.66,0.934,4.27e-06,0.0943,0.004,0.0664,0.362,"Electronic"
54,0.458,0.794,0.364,0.923,0.0991,-8.369,0.131,0.471,"Hip-Hop"
54,0.00964,0.58,0.884,1.5e-06,0.116,-4.358,0.0381,0.464,"Rock"
56,0.519,0.82,0.743,0,0.116,-6.776,0.313,0.812,"Hip-Hop"
30,0.0519,0.529,0.849,0,0.0776,-3.668,0.0491,0.19,"Anime"
51,0.0551,0.67,0.563,0,0.066,-6.749,0.355,0.685,"Rap"
28,0.138,0.637,0.485,0.689,0.115,-10.328,0.0309,0.609,"Jazz"
47,0.513,0.737,0.541,0.0214,0.284,-8.17,0.156,0.598,"Rap"
38,0.0624,0.363,0.886,0.000144,0.323,-4.303,0.0972,0.57,"Blues"
20,0.0465,0.506,0.956,0,0.344,-2.723,0.0485,0.455,"Anime"
39,0.992,0.286,0.0603,0.907,0.106,-19.291,0.0392,0.0567,"Classical"
29,0.000266,0.866,0.697,0.0401,0.0528,-7.201,0.067,0.776,"Electronic"
45,0.000793,0.576,0.873,0.00225,0.113,-6.058,0.111,0.595,"Alternative"
75,2.86e-05,0.516,0.906,0.000101,0.105,-4.525,0.0658,0.728,"Rock"
24,0.129,0.583,0.384,0.000984,0.111,-7.25,0.0455,0.175,"Blues"
15,0.0729,0.472,0.613,0.000754,0.0427,-6.332,0.133,0.533,"Anime"
42,0.241,0.723,0.883,0.301,0.095,-6.595,0.0645,0.849,"Jazz"
29,0.99,0.55,0.283,0.828,0.137,-16.752,0.0414,0.768,"Anime"
25,0.287,0.53,0.644,0,0.131,-3.892,0.032,0.437,"Anime"
43,0.0353,0.792,0.777,0.00363,0.104,-6.424,0.218,0.805,"Jazz"
52,0.705,0.715,0.669,0.000732,0.044,-9.491,0.128,0.976,"Blues"
82,0.0802,0.776,0.736,0,0.159,-4.612,0.247,0.233,"Rap"
39,0.592,0.679,0.406,0.0649,0.103,-10.492,0.0254,0.653,"Jazz"
34,0.241,0.813,0.607,0.0119,0.126,-11.57,0.0838,0.687,"Jazz"
35,0.0124,0.812,0.616,0.807,0.117,-7.067,0.0305,0.845,"Jazz"
55,0.0376,0.528,0.703,0,0.0953,-4.273,0.0502,0.127,"Country"
49,0.0203,0.813,0.406,0.392,0.0757,-12.626,0.0662,0.755,"Alternative"
56,0.248,0.576,0.602,0.000609,0.144,-6.591,0.315,0.56,"Hip-Hop"
52,0.678,0.407,0.489,0.922,0.0538,-14.657,0.0297,0.305,"Jazz"
59,0.0455,0.47,0.74,0,0.091,-6.093,0.07,0.562,"Alternative"
30,0.887,0.466,0.233,0,0.152,-9.075,0.0311,0.337,"Anime"
46,0.147,0.745,0.798,0.651,0.197,-5.436,0.0384,0.388,"Jazz"
71,0.0158,0.87,0.656,0,0.106,-5.081,0.117,0.416,"Hip-Hop"
52,0.00618,0.699,0.739,1.42e-05,0.338,-4.71,0.263,0.0631,"Hip-Hop"
34,0.00774,0.527,0.977,3.74e-06,0.0704,-2.555,0.0578,0.511,"Anime"
34,0.653,0.447,0.535,0.0146,0.171,-8.205,0.0347,0.838,"Jazz"
53,0.18,0.759,0.866,0,0.939,-3.084,0.26,0.565,"Rap"
42,0.448,0.546,0.424,0.00204,0.0868,-9.275,0.0409,0.425,"Blues"
45,0.823,0.633,0.288,0,0.199,-11.147,0.5,0.727,"Alternative"
47,0.245,0.75,0.513,1.23e-06,0.0535,-8.811,0.0284,0.497,"Country"
60,0.289,0.792,0.85,0.00012,0.132,-3.621,0.0329,0.965,"Rock"
14,0.99,0.574,0.037,0.694,0.111,-32.731,0.0564,0.565,"Anime"
58,0.0301,0.697,0.514,0.535,0.212,-8.626,0.0286,0.449,"Jazz"
45,0.0325,0.56,0.965,0.000984,0.43,-3.67,0.0472,0.771,"Country"
60,0.0024,0.578,0.546,0,0.0908,-8.149,0.0552,0.0819,"Rap"
32,8.57e-05,0.453,0.781,0.0039,0.111,-5.497,0.045,0.384,"Anime"
59,0.242,0.747,0.378,0,0.163,-10.628,0.146,0.176,"Hip-Hop"
82,0.0021,0.592,0.767,0.00165,0.127,-2.788,0.027,0.328,"Rock"
29,0.00414,0.582,0.954,0.619,0.163,-5.342,0.0499,0.422,"Electronic"
64,0.00331,0.915,0.511,0,0.0752,-7.482,0.323,0.619,"Rap"
60,0.532,0.328,0.498,7.94e-05,0.117,-10.898,0.126,0.36,"Rap"
35,0.434,0.778,0.549,0,0.0488,-6.267,0.036,0.762,"Jazz"
32,0.954,0.384,0.39,0.851,0.686,-18.728,0.0615,0.0894,"Anime"
40,0.425,0.827,0.66,0.889,0.104,-11.89,0.0585,0.67,"Electronic"
25,0.26,0.475,0.804,2.04e-05,0.297,-6.52,0.0487,0.197,"Anime"
65,0.132,0.876,0.41,0.000188,0.112,-10.034,0.262,0.816,"Hip-Hop"
50,0.0355,0.356,0.811,0.811,0.116,-8.069,0.0447,0.334,"Jazz"
35,0.00617,0.685,0.63,0.949,0.0684,-13.245,0.0488,0.0355,"Electronic"
45,0.0756,0.401,0.703,0,0.116,-5.888,0.0333,0.454,"Country"
63,0.891,0.311,0.0765,0.973,0.114,-21.822,0.0363,0.0412,"Rock"
43,0.00048,0.402,0.834,3.11e-05,0.44,-5.986,0.0326,0.285,"Alternative"
35,0.614,0.63,0.292,0.0133,0.117,-14.331,0.0403,0.594,"Jazz"
59,0.526,0.591,0.513,4.5e-06,0.104,-11.587,0.0858,0.36,"Country"
34,0.311,0.39,0.715,0,0.212,-3.448,0.0342,0.379,"Country"
41,0.13,0.571,0.529,0,0.423,-5.83,0.0255,0.353,"Country"
53,0.852,0.435,0.309,2.63e-05,0.113,-8.337,0.0309,0.0831,"Rock"
37,0.00158,0.349,0.956,0.00504,0.501,-6.332,0.0734,0.411,"Jazz"
36,0.722,0.508,0.264,0.000201,0.26,-15.75,0.0883,0.543,"Blues"
57,0.152,0.561,0.65,0.0027,0.106,-14.51,0.183,0.752,"Blues"
42,0.586,0.601,0.766,0.000903,0.347,-13.262,0.0466,0.856,"Country"
13,0.00831,0.587,0.942,9.61e-05,0.0841,-4.05,0.0422,0.785,"Anime"
62,0.229,0.657,0.714,0.000744,0.127,-4.986,0.0265,0.361,"Country"
61,0.989,0.371,0.0275,0.0308,0.115,-20.273,0.0375,0.155,"Jazz"
33,0.78,0.721,0.157,0,0.112,-13.343,0.131,0.773,"Blues"
24,0.992,0.693,0.027,0,0.134,-13.506,0.0562,0.402,"Blues"
61,0.181,0.556,0.523,3.22e-06,0.109,-7.3,0.122,0.215,"Hip-Hop"
71,0.0193,0.925,0.591,0,0.108,-5.663,0.157,0.158,"Hip-Hop"
53,0.893,0.323,0.0114,0.652,0.171,-38.855,0.0343,0.134,"Classical"
52,0.00144,0.516,0.877,0,0.094,-4.358,0.0755,0.625,"Alternative"
41,0.687,0.676,0.394,0.851,0.111,-11.527,0.0365,0.283,"Jazz"
36,0.81,0.519,0.348,0.577,0.0808,-17.851,0.0384,0.544,"Classical"
40,0.0617,0.542,0.449,0.000461,0.0755,-13.039,0.0591,0.481,"Jazz"
42,0.76,0.559,0.71,0,0.104,-6.56,0.5,0.533,"Alternative"
28,0.922,0.231,0.321,8.35e-06,0.112,-8.735,0.0314,0.235,"Blues"
14,0.977,0.487,0.0512,0.852,0.074,-22.82,0.0665,0.0671,"Anime"
70,0.0104,0.549,0.791,0,0.444,-3.535,0.133,0.293,"Rap"
68,0.0243,0.464,0.713,6.24e-06,0.566,-4.046,0.0305,0.537,"Rock"
55,0.00025,0.295,0.883,0.0234,0.137,-3.897,0.0446,0.118,"Rap"
62,0.273,0.708,0.587,0,0.0718,-7.93,0.151,0.554,"Rap"
51,0.186,0.395,0.675,0,0.0735,-6.57,0.0387,0.323,"Rock"
52,0.0967,0.581,0.787,0,0.368,-3.843,0.138,0.518,"Hip-Hop"
35,0.0274,0.596,0.776,5.67e-06,0.337,-5.016,0.0303,0.447,"Country"
0,0.957,0.434,0.0872,5.53e-05,0.782,-26.091,0.0515,0.412,"Classical"
67,0.113,0.643,0.545,1.82e-05,0.124,-6.526,0.0895,0.286,"Hip-Hop"
44,0.321,0.683,0.566,0,0.112,-7.664,0.261,0.339,"Country"
50,0.00483,0.508,0.762,0.000122,0.0403,-5.642,0.0322,0.881,"Country"
42,0.0157,0.478,0.785,0.0657,0.0695,-5.437,0.159,0.532,"Electronic"
69,0.0579,0.598,0.441,0,0.0635,-7.128,0.155,0.481,"Rap"
72,0.0434,0.265,0.827,0,0.117,-4.661,0.104,0.131,"Rap"
30,0.0352,0.429,0.799,0.000315,0.0868,-5.351,0.0361,0.7,"Blues"
42,0.00875,0.856,0.36,0.687,0.104,-10.618,0.0497,0.587,"Electronic"
49,0.0339,0.897,0.583,3.04e-06,0.349,-6.442,0.219,0.314,"Alternative"
38,0.584,0.691,0.49,0,0.105,-6.837,0.027,0.274,"Country"
60,0.637,0.643,0.656,2.76e-05,0.345,-8.962,0.0654,0.527,"Rap"
34,0.00915,0.384,0.802,0.0819,0.134,-6.002,0.0658,0.118,"Electronic"
18,0.00262,0.543,0.805,0.837,0.0816,-8.101,0.0582,0.97,"Anime"
62,0.113,0.772,0.786,0,0.202,-5.337,0.24,0.233,"Rap"
34,0.604,0.291,0.335,0.839,0.0856,-15.067,0.0489,0.187,"Classical"
36,0.699,0.424,0.345,0.867,0.0919,-19.215,0.0464,0.661,"Jazz"
45,0.0752,0.657,0.884,0.0157,0.127,-3.546,0.285,0.419,"Electronic"
19,0.846,0.428,0.248,0.753,0.0582,-16.243,0.067,0.0864,"Anime"
21,0.00431,0.416,0.727,0.000659,0.442,-7.131,0.0431,0.225,"Anime"
65,0.208,0.713,0.772,0,0.211,-6.69,0.0372,0.88,"Country"
37,0.143,0.731,0.2,0.89,0.12,-15.669,0.0659,0.455,"Jazz"
13,0.992,0.556,0.0334,0.823,0.0893,-32.64,0.0512,0.615,"Anime"
74,0.276,0.861,0.499,0,0.0971,-7.458,0.263,0.861,"Rap"
37,0.0862,0.433,0.958,0.00649,0.959,-3.245,0.119,0.34,"Blues"
40,0.663,0.744,0.268,0.0513,0.118,-16.925,0.0633,0.7,"Country"
59,0.621,0.446,0.435,0,0.107,-5.874,0.107,0.232,"Rap"
