Date,TurtleID,SiteName,TurtleSpecies,Day,Time,Recapture,Status,CaptureComment,Latitude,Longitude,Datum,LocationDescription,InsideSite,StudySite,CaptureMethod,Temp,SkyIndex,Weather,DaysSinceLastRain,EyeColor,LifeStage,Sex,Annuli,Mass,PhotoTaken,StraightlineCL,MaxCW,PL_AnteriortoHinge,PL_HingetoPosterior,Total_PL,ShellHeightatHinge,Habitat,Selected_InjuriesorDefects,InjuriesorDefects Notes,Selected_IllnessorHeatlth_Issues,IllnessorHealth_Issues_Notes,SelectedParasites,ParasitesNotes,Notes
5/16/2018,KPX,Piedmont Wildlife Center,TERCAR,Wed,9:00:00,N,Alive,Tangled in vine (stick to tree root) with ALM,35.92451,-78.97324,WGS84,NA,Y,Leigh Farm,3,76,4,1,0,bright red,Adult,Male,20,405,N,123.2,97.6,49.6,73.2,122.8,58.2,hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron, Missing digits, and/or limbs",Appears very old with a lot of flaking; pattern/coloring not visible,None detected,NA,None detected,NA,Picked up from Turtle Rescue Team (NCSU-CVM) on 05/16/18. Originally found with ALM on 10/13/17 (transmitter turtle). Rehab amputated left rear leg. Also used him in a GI study with barium.
5/16/2018,MNO,Piedmont Wildlife Center,TERCAR,Wed,13:45:00,Y,Alive,Found by campers behind Otus' cage,35.92206,-78.98177,WGS84,NA,Y,Leigh Farm,4,78,2,1,0,other (Unknown),Adult,Unknown,16,470,N,128,101,51.9,78.4,130.3,64.3,mixed pine/hardwood forest,Crushed or damaged plastron,NA,None detected,NA,None detected,NA,"Brightly colored shell, slightly indented plastron. Slight flare of marginal scutes, rounded shell/body."
5/22/2018,BHO,Piedmont Wildlife Center,TERCAR,Tue,12:00:00,N,Alive,NA,35.92194,-78.97991,WGS84,NA,Y,Leigh Farm,3,79,1,1,0,bright red,Adult,Male,20,245,Y,101.87,86.45,40.5,63.72,104.22,50.6,forest wetland,None seen,NA,None detected,NA,None detected,NA,NA
6/5/2018,CJV,Piedmont Wildlife Center,TERCAR,Tue,10:19:00,N,Alive,NA,35.92223,-78.97631,WGS84,NA,Y,Gamelands,3,72,4,1,2,bright red,Adult,Male,20,340,N,125.5,98.8,52.5,74.7,127.2,55.9,hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron","discolored,flaky scutes, some nicks",None detected,NA,None detected,NA,"Red eyes, flared scutes, plastron indent, bright spots on head."
7/11/2018,HLP,Piedmont Wildlife Center,TERCAR,Wed,10:43:00,N,Alive,NA,35.92239,-78.98115,WGS84,NA,Y,Leigh Farm,4,85,2,1,3,bright red,Adult,Male,20,225,Y,110.8,89.93,44.6,63.3,107.9,49.4,field/forest edge (within 6m of boundry),Crushed or damaged carapace,"missing piece of carapace above right, front leg. can't completely box up",None detected,NA,None detected,NA,NA
7/26/2018,AKV,Piedmont Wildlife Center,TERCAR,Thu,15:55:00,Y,Alive,found mating with ACM,35.92111,-78.98195,WGS84,In dry creek bed,Y,Leigh Farm,3,91,2,1,1,brown,Adult,Female,21,430,N,120.79,100,48.33,71.29,119.62,63.17,forest wetland,None seen,NA,None detected,NA,None detected,NA,found mating w/ACM. Allowed to finish mating before collecting data. Ejected sperm when entering cabin. Took back outside to collect data.
7/26/2018,ACM,Piedmont Wildlife Center,TERCAR,Thu,3:55:00,Y,Alive,NA,35.92111,-78.98196,WGS84,in dry creek bed,Y,Leigh Farm,3,91,2,1,1,bright red,Adult,Male,22,390,N,122.57,104.22,47.42,71.93,119.35,56.89,forest wetland,None seen,NA,None detected,NA,None detected,NA,"Found mating with AKV, upside down."
8/27/2018,MOV,Piedmont Wildlife Center,TERCAR,Mon,10:30:00,N,Alive,Found while feeding raptors,35.92202,-78.98236,WGS84,In front of Willow's enclosure (east of corn crib),Y,Leigh Farm,4,84,0,1,5,brown,Adult,Unknown,13,89,N,78.69,61.91,30.27,43.71,73.98,36.54,pine forest,None seen,NA,None detected,NA,None detected,NA,"Possible male. Very slightly indented plastron, brown eyes, yellow/orange scales on front legs."
9/18/2018,HOP,Piedmont Wildlife Center,TERCAR,Tue,11:21:00,Y,Alive,Eating mushroom,35.92173,-78.98244,WGS84,NA,Y,Leigh Farm,3,81,4,1,0,brown,Adult,Female,22,315,N,111.69,87.07,41.81,65.37,107.18,58.65,pine forest,"Crushed or damaged carapace, Crushed or damaged plastron","Chewed carapace (front right, near head); flaking/healed injury on plastron (symmetrical defects, lower left and right of midline)",None detected,NA,None detected,NA,"Brown eyes, appear dark red"
9/19/2018,ACI,Piedmont Wildlife Center,TERCAR,Wed,10:00:00,Y,Alive,NA,35.9234,-78.98227,WGS84,Near council oak circle,Y,Leigh Farm,4,78,0,1,1,brown,Adult,Female,19,415,N,120.78,100.75,49.99,72.13,122.12,60.58,mixed pine/hardwood forest,Crushed or damaged plastron,Minor- old bite mark?,None detected,NA,None detected,NA,"Smooth annuli; rear wouldn't close, looked swollen (potentially carrying eggs?)"
9/26/2018,HJP,Piedmont Wildlife Center,TERCAR,Wed,11:30:00,Y,Alive,NA,35.92272,-78.98163,WGS84,Next to MIKI's cage,Y,Leigh Farm,4,78,0,1,0,bright red,Adult,Male,20,375,N,130,101.16,49.09,72.76,121.85,57.69,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,"Double ""L"" and ""M"" scutes, made identifying turtle code tricky."
9/27/2018,ACI,Piedmont Wildlife Center,TERCAR,Thu,14:00:00,Y,Alive,NA,35.92318,-78.98243,WGS84,Behind amphitheater.,Y,Leigh Farm,4,77,4,2,0,brown,Adult,Female,18,425,N,124.1,99.11,49.4,72.15,121.55,61.46,mixed pine/hardwood forest,Crushed or damaged plastron,"Indented, flaking shell",None detected,NA,None detected,NA,NA
