name,sex,ethnicity,quality,call,experience,equal
Brendan,male,cauc,high,0,14,no
Brett,male,cauc,high,0,8,no
Carrie,female,cauc,low,0,7,no
Darnell,male,afam,low,0,6,no
Ebony,female,afam,low,0,8,yes
Greg,male,cauc,low,0,26,no
Greg,male,cauc,high,0,2,no
Jamal,male,afam,high,0,14,no
Kareem,male,afam,high,0,2,no
Keisha,female,afam,low,0,6,no
Lakisha,female,afam,high,0,18,no
Latoya,female,afam,low,0,26,no
Latoya,female,afam,low,0,6,no
Latoya,female,afam,low,1,8,no
Laurie,female,cauc,high,0,8,no
Neil,male,cauc,low,0,8,yes
Neil,male,cauc,low,0,7,no
Neil,male,cauc,high,0,18,no
Rasheed,male,afam,high,0,2,no
Sarah,female,cauc,low,0,7,no
Sarah,female,cauc,high,0,8,yes
Tanisha,female,afam,high,0,8,no
Tremayne,male,afam,high,0,10,yes
Carrie,female,cauc,low,0,13,no
Emily,female,cauc,high,1,9,no
Latonya,female,afam,high,1,13,no
Tanisha,female,afam,low,0,7,no
Allison,female,cauc,low,0,7,no
Kenya,female,afam,low,0,13,no
Kristen,female,cauc,high,0,13,no
Latonya,female,afam,high,0,14,no
Allison,female,cauc,high,0,9,no
Carrie,female,cauc,low,0,13,no
Keisha,female,afam,high,0,13,no
Tanisha,female,afam,low,0,7,no
Anne,female,cauc,low,0,4,no
Carrie,female,cauc,high,0,16,no
Lakisha,female,afam,high,0,16,no
Tanisha,female,afam,low,0,4,no
Anne,female,cauc,low,0,11,no
Ebony,female,afam,low,0,13,no
Kenya,female,afam,high,0,9,no
Meredith,female,cauc,high,0,8,no
Emily,female,cauc,low,0,2,yes
Geoffrey,male,cauc,high,0,13,yes
Rasheed,male,afam,low,0,6,yes
Tremayne,male,afam,high,0,6,yes
Ebony,female,afam,high,1,11,no
Jill,female,cauc,high,0,11,no
Kristen,female,cauc,low,0,6,no
Latonya,female,afam,low,0,6,no
Anne,female,cauc,low,0,14,no
Keisha,female,afam,high,0,11,no
Sarah,female,cauc,high,0,6,no
Tanisha,female,afam,low,0,6,no
Aisha,female,afam,low,0,7,yes
Brad,male,cauc,high,0,14,yes
Brett,male,cauc,high,0,18,no
Carrie,female,cauc,low,0,8,yes
Carrie,female,cauc,high,0,8,yes
Ebony,female,afam,low,0,26,no
Geoffrey,male,cauc,low,0,6,yes
Kareem,male,afam,low,0,26,yes
Kareem,male,afam,high,0,2,yes
Keisha,female,afam,high,0,18,yes
Neil,male,cauc,low,0,8,no
Tremayne,male,afam,high,0,14,no
Jill,female,cauc,high,0,16,no
Kenya,female,afam,low,0,4,no
Latonya,female,afam,high,0,9,no
Laurie,female,cauc,low,0,1,no
Carrie,female,cauc,high,0,19,no
Jill,female,cauc,low,0,1,no
Keisha,female,afam,low,0,4,no
Kenya,female,afam,high,0,16,no
Allison,female,cauc,high,0,19,no
Emily,female,cauc,low,0,4,no
Latoya,female,afam,high,0,14,no
Tanisha,female,afam,low,0,5,no
Anne,female,cauc,high,0,4,no
Carrie,female,cauc,low,0,11,no
Lakisha,female,afam,high,0,14,no
Latonya,female,afam,low,0,2,no
Allison,female,cauc,high,0,16,no
Ebony,female,afam,high,0,5,no
Meredith,female,cauc,low,0,7,no
Tamika,female,afam,low,0,13,no
Jill,female,cauc,low,0,4,no
Kristen,female,cauc,high,0,4,no
Latoya,female,afam,high,0,5,no
Tamika,female,afam,low,0,13,no
Aisha,female,afam,low,0,4,no
Lakisha,female,afam,high,0,8,no
Laurie,female,cauc,low,0,13,no
Meredith,female,cauc,high,0,9,no
Emily,female,cauc,high,0,8,no
Lakisha,female,afam,high,0,9,no
Sarah,female,cauc,low,0,13,no
Tanisha,female,afam,low,0,11,no
Emily,female,cauc,high,0,20,no
Hakim,male,afam,high,1,5,no
Laurie,female,cauc,low,0,8,no
Tyrone,male,afam,low,0,13,no
Anne,female,cauc,high,0,6,yes
Emily,female,cauc,low,0,6,yes
Tamika,female,afam,low,0,6,yes
Tamika,female,afam,high,0,6,yes
Aisha,female,afam,low,0,6,yes
Allison,female,cauc,high,0,2,no
Carrie,female,cauc,low,0,6,no
Emily,female,cauc,high,0,8,no
Emily,female,cauc,high,0,8,yes
Geoffrey,male,cauc,low,0,8,no
Greg,male,cauc,high,0,2,no
Hakim,male,afam,low,0,7,no
Hakim,male,afam,high,0,8,no
Jay,male,cauc,high,0,8,no
Keisha,female,afam,high,0,2,no
Lakisha,female,afam,low,0,7,no
Latoya,female,afam,high,0,8,no
Laurie,female,cauc,low,0,6,no
Matthew,male,cauc,low,0,7,yes
Rasheed,male,afam,high,0,2,yes
Tanisha,female,afam,low,0,8,no
Todd,male,cauc,low,0,6,no
Tremayne,male,afam,low,0,7,no
Tyrone,male,afam,high,0,10,no
Kristen,female,cauc,low,0,8,yes
Lakisha,female,afam,low,0,13,yes
Matthew,male,cauc,high,0,5,yes
Tremayne,male,afam,high,0,20,yes
Allison,female,cauc,low,0,6,no
Carrie,female,cauc,high,0,6,no
Kenya,female,afam,low,0,14,no
Latoya,female,afam,high,0,11,no
Brad,male,cauc,low,0,7,no
Brendan,male,cauc,high,0,14,yes
Brett,male,cauc,low,0,26,yes
Carrie,female,cauc,low,0,26,no
Darnell,male,afam,high,0,8,no
Geoffrey,male,cauc,high,0,2,yes
Greg,male,cauc,high,0,2,no
Jamal,male,afam,low,0,8,yes
Jermaine,male,afam,high,0,2,no
Kareem,male,afam,low,0,7,no
Keisha,female,afam,low,0,7,no
Kristen,female,cauc,low,0,6,no
Kristen,female,cauc,low,0,6,no
Latonya,female,afam,low,0,7,yes
Latonya,female,afam,high,0,8,no
Latoya,female,afam,high,0,14,no
Laurie,female,cauc,high,0,18,no
Leroy,male,afam,high,0,18,yes
Neil,male,cauc,low,0,6,yes
Neil,male,cauc,high,0,8,no
Sarah,female,cauc,high,0,2,no
Tamika,female,afam,low,0,6,no
Tremayne,male,afam,high,0,8,yes
Tyrone,male,afam,low,0,8,no
Aisha,female,afam,high,0,7,no
Allison,female,cauc,low,0,3,no
Jill,female,cauc,high,1,4,no
Tamika,female,afam,low,0,3,no
Aisha,female,afam,high,0,8,no
Allison,female,cauc,high,0,8,yes
Ebony,female,afam,low,0,8,no
Ebony,female,afam,high,0,2,yes
Emily,female,cauc,low,0,7,yes
Greg,male,cauc,high,0,10,no
Hakim,male,afam,high,0,2,yes
Jill,female,cauc,high,0,2,no
Kareem,male,afam,low,0,6,yes
Keisha,female,afam,low,0,6,yes
Lakisha,female,afam,low,1,13,yes
Laurie,female,cauc,low,0,6,no
Laurie,female,cauc,low,0,10,no
Matthew,male,cauc,high,1,20,yes
Meredith,female,cauc,low,1,8,yes
Neil,male,cauc,low,0,7,yes
Rasheed,male,afam,high,0,5,yes
Sarah,female,cauc,high,0,8,yes
Tanisha,female,afam,low,0,7,no
Tyrone,male,afam,high,0,6,no
Ebony,female,afam,high,1,18,no
Jill,female,cauc,low,0,26,no
Matthew,male,cauc,high,0,14,no
Tremayne,male,afam,low,0,8,no
Carrie,female,cauc,high,0,11,no
Ebony,female,afam,high,0,6,no
Jill,female,cauc,low,0,14,no
Tamika,female,afam,low,0,6,no
Brad,male,cauc,low,0,7,no
Brad,male,cauc,high,0,8,no
Geoffrey,male,cauc,low,0,7,no
Kareem,male,afam,low,0,6,no
Keisha,female,afam,low,0,6,no
Keisha,female,afam,low,0,8,no
Kenya,female,afam,high,0,8,no
Kristen,female,cauc,low,0,8,no
Lakisha,female,afam,low,0,7,no
Lakisha,female,afam,high,0,2,no
Laurie,female,cauc,high,0,10,no
Leroy,male,afam,low,1,6,no
Meredith,female,cauc,high,0,8,no
Neil,male,cauc,low,0,6,no
Neil,male,cauc,high,0,8,no
Rasheed,male,afam,high,0,2,no
Rasheed,male,afam,high,0,2,no
Rasheed,male,afam,high,0,2,no
Sarah,female,cauc,high,0,8,no
Todd,male,cauc,low,0,7,no
Aisha,female,afam,low,0,6,no
Allison,female,cauc,low,0,7,no
Anne,female,cauc,low,0,6,no
Brad,male,cauc,low,0,7,no
Carrie,female,cauc,high,0,2,no
Kareem,male,afam,low,0,7,no
Keisha,female,afam,high,0,8,no
Kenya,female,afam,high,0,8,no
Kristen,female,cauc,high,0,2,no
Lakisha,female,afam,high,0,2,no
Latoya,female,afam,low,0,6,no
Matthew,male,cauc,low,0,7,no
Meredith,female,cauc,high,0,2,no
Neil,male,cauc,high,0,8,no
Tremayne,male,afam,high,0,8,no
Tyrone,male,afam,low,0,6,no
Brendan,male,cauc,low,0,8,yes
Carrie,female,cauc,high,0,8,yes
Geoffrey,male,cauc,high,0,8,no
Jamal,male,afam,high,0,2,no
Jill,female,cauc,high,0,8,yes
Kareem,male,afam,low,0,6,no
Kristen,female,cauc,low,0,7,yes
Latoya,female,afam,low,0,8,yes
Latoya,female,afam,high,0,2,yes
Leroy,male,afam,low,0,6,yes
Matthew,male,cauc,low,0,7,no
Tanisha,female,afam,high,0,10,yes
Brendan,male,cauc,low,0,6,no
Greg,male,cauc,high,0,8,no
Kareem,male,afam,high,0,18,no
Kenya,female,afam,low,0,26,no
Latonya,female,afam,low,0,7,no
Laurie,female,cauc,high,0,14,no
Meredith,female,cauc,low,0,8,no
Tremayne,male,afam,high,0,2,no
Emily,female,cauc,low,0,6,yes
Hakim,male,afam,low,0,7,yes
Latoya,female,afam,high,0,2,yes
Todd,male,cauc,high,0,8,yes
Aisha,female,afam,low,0,7,no
Ebony,female,afam,low,1,8,yes
Geoffrey,male,cauc,low,1,26,yes
Jamal,male,afam,low,0,7,no
Jermaine,male,afam,high,0,2,no
Lakisha,female,afam,high,0,8,no
Meredith,female,cauc,low,0,6,no
Meredith,female,cauc,high,0,8,no
Neil,male,cauc,low,0,6,no
Sarah,female,cauc,high,0,2,no
Sarah,female,cauc,high,1,18,yes
Tyrone,male,afam,high,1,14,yes
Jermaine,male,afam,low,0,20,no
Jill,female,cauc,low,0,26,no
Kristen,female,cauc,high,1,10,no
Leroy,male,afam,high,0,14,no
Allison,female,cauc,high,0,8,yes
Latonya,female,afam,high,0,8,yes
Aisha,female,afam,high,0,12,no
Allison,female,cauc,low,0,8,no
Brett,male,cauc,high,0,4,yes
Carrie,female,cauc,high,0,11,no
Kenya,female,afam,high,0,4,yes
Latoya,female,afam,low,0,12,no
Aisha,female,afam,high,0,8,no
Anne,female,cauc,high,0,5,no
Jill,female,cauc,low,0,4,no
Tanisha,female,afam,low,0,4,no
Brad,male,cauc,high,1,5,no
Emily,female,cauc,low,1,6,no
Jermaine,male,afam,low,1,7,no
Lakisha,female,afam,high,1,5,no
Allison,female,cauc,low,0,5,yes
Leroy,male,afam,low,1,7,yes
Allison,female,cauc,low,0,4,no
Carrie,female,cauc,high,0,9,no
Jay,male,cauc,high,0,3,no
Keisha,female,afam,high,0,12,no
Lakisha,female,afam,low,0,13,no
Latonya,female,afam,high,0,4,no
Meredith,female,cauc,low,0,14,no
Tyrone,male,afam,low,0,3,no
Anne,female,cauc,low,0,6,no
Keisha,female,afam,low,0,6,no
Meredith,female,cauc,high,0,7,no
Tanisha,female,afam,high,0,7,no
Anne,female,cauc,low,0,6,no
Darnell,male,afam,low,0,6,yes
Ebony,female,afam,low,0,8,no
Emily,female,cauc,low,0,5,yes
Sarah,female,cauc,high,0,9,no
Tanisha,female,afam,high,0,8,no
Allison,female,cauc,high,0,6,yes
Emily,female,cauc,low,1,5,yes
Latonya,female,afam,low,1,5,yes
Latoya,female,afam,high,0,5,yes
Allison,female,cauc,high,0,7,no
Anne,female,cauc,low,0,5,no
Jamal,male,afam,low,0,4,no
Jermaine,male,afam,high,0,6,no
Emily,female,cauc,high,0,13,yes
Lakisha,female,afam,high,0,11,yes
Latoya,female,afam,low,0,10,yes
Meredith,female,cauc,low,0,11,yes
Allison,female,cauc,high,1,10,yes
Brett,male,cauc,high,0,6,yes
Kenya,female,afam,high,0,21,yes
Latoya,female,afam,high,0,6,yes
Leroy,male,afam,low,0,4,yes
Todd,male,cauc,low,0,5,yes
Anne,female,cauc,low,0,25,no
Anne,female,cauc,high,0,21,no
Ebony,female,afam,low,0,4,no
Tanisha,female,afam,high,0,8,no
Aisha,female,afam,high,0,5,no
Brendan,male,cauc,high,0,5,no
Brett,male,cauc,low,0,6,no
Carrie,female,cauc,high,0,4,no
Darnell,male,afam,high,0,4,no
Ebony,female,afam,low,0,6,no
Ebony,female,afam,low,0,7,no
Kristen,female,cauc,low,0,5,no
Aisha,female,afam,low,0,6,no
Greg,male,cauc,low,0,5,no
Jill,female,cauc,low,0,4,yes
Kenya,female,afam,low,0,4,yes
Meredith,female,cauc,high,0,5,yes
Tanisha,female,afam,high,0,6,yes
Jamal,male,afam,low,0,5,yes
Neil,male,cauc,low,0,2,yes
Brendan,male,cauc,high,0,4,yes
Jamal,male,afam,low,0,7,yes
Todd,male,cauc,low,0,3,yes
Tyrone,male,afam,high,0,12,yes
Todd,male,cauc,low,1,4,yes
Tyrone,male,afam,low,1,5,yes
Emily,female,cauc,high,0,6,yes
Emily,female,cauc,high,0,6,no
Jermaine,male,afam,high,0,5,no
Kenya,female,afam,low,0,6,yes
Lakisha,female,afam,high,0,6,yes
Leroy,male,afam,low,0,5,no
Meredith,female,cauc,low,1,6,yes
Sarah,female,cauc,low,0,2,no
Ebony,female,afam,high,0,6,yes
Emily,female,cauc,high,0,6,yes
Jill,female,cauc,low,0,6,yes
Jill,female,cauc,high,0,4,no
Keisha,female,afam,low,0,6,yes
Keisha,female,afam,low,0,4,no
Latoya,female,afam,high,0,5,no
Meredith,female,cauc,low,0,4,no
Aisha,female,afam,low,1,6,yes
Darnell,male,afam,low,1,4,no
Ebony,female,afam,high,0,5,yes
Jay,male,cauc,high,0,6,no
Jill,female,cauc,high,0,9,yes
Keisha,female,afam,high,0,3,no
Meredith,female,cauc,low,1,5,yes
Meredith,female,cauc,low,0,4,no
Aisha,female,afam,low,0,6,yes
Carrie,female,cauc,high,0,7,yes
Meredith,female,cauc,low,0,4,yes
Tanisha,female,afam,high,0,5,yes
Brad,male,cauc,low,1,4,no
Ebony,female,afam,high,0,5,no
Emily,female,cauc,high,0,4,no
Kristen,female,cauc,low,0,3,no
Rasheed,male,afam,low,0,4,no
Tamika,female,afam,low,0,3,no
Jill,female,cauc,low,0,1,no
Tremayne,male,afam,low,0,2,no
Sarah,female,cauc,high,0,7,yes
Tamika,female,afam,high,0,7,yes
Allison,female,cauc,high,0,5,no
Anne,female,cauc,high,1,4,no
Carrie,female,cauc,low,0,5,no
Ebony,female,afam,low,1,5,no
Latonya,female,afam,high,0,4,no
Leroy,male,afam,high,1,4,no
Anne,female,cauc,high,0,5,no
Jamal,male,afam,high,0,9,yes
Latoya,female,afam,high,0,2,no
Laurie,female,cauc,high,0,5,yes
Sarah,female,cauc,low,0,6,no
Tanisha,female,afam,low,0,5,no
Allison,female,cauc,low,0,6,no
Keisha,female,afam,high,0,5,no
Lakisha,female,afam,low,0,2,no
Latoya,female,afam,low,1,4,no
Laurie,female,cauc,low,1,4,no
Meredith,female,cauc,high,0,7,no
Aisha,female,afam,low,0,4,no
Allison,female,cauc,high,0,5,no
Emily,female,cauc,low,0,3,yes
Latoya,female,afam,high,0,3,no
Laurie,female,cauc,low,0,4,no
Tamika,female,afam,low,0,9,yes
Anne,female,cauc,low,0,7,yes
Brett,male,cauc,low,0,6,no
Jermaine,male,afam,low,0,2,no
Latonya,female,afam,low,0,3,yes
Allison,female,cauc,high,0,5,yes
Keisha,female,afam,high,0,4,yes
Laurie,female,cauc,low,0,3,yes
Leroy,male,afam,high,0,4,no
Tanisha,female,afam,low,0,4,yes
Todd,male,cauc,high,0,6,no
Carrie,female,cauc,high,0,9,no
Hakim,male,afam,high,0,2,no
Aisha,female,afam,low,0,6,no
Allison,female,cauc,high,0,5,no
Jill,female,cauc,low,0,6,no
Latonya,female,afam,high,0,4,no
Darnell,male,afam,high,0,4,no
Emily,female,cauc,high,0,4,no
Kristen,female,cauc,high,0,3,no
Latonya,female,afam,low,0,6,no
Laurie,female,cauc,low,0,4,no
Tamika,female,afam,high,0,4,no
Aisha,female,afam,low,0,15,no
Allison,female,cauc,low,0,9,no
Carrie,female,cauc,high,0,7,no
Tamika,female,afam,high,0,12,no
Ebony,female,afam,low,0,5,no
Meredith,female,cauc,low,0,1,no
Neil,male,cauc,high,0,7,no
Tremayne,male,afam,high,0,3,no
Aisha,female,afam,low,0,11,yes
Allison,female,cauc,low,0,9,yes
Ebony,female,afam,high,0,10,yes
Hakim,male,afam,high,0,16,no
Jay,male,cauc,high,1,18,no
Jill,female,cauc,high,0,8,yes
Lakisha,female,afam,low,0,16,no
Neil,male,cauc,low,0,16,no
Allison,female,cauc,high,0,14,yes
Brendan,male,cauc,high,0,8,yes
Darnell,male,afam,high,0,18,yes
Ebony,female,afam,high,0,23,no
Geoffrey,male,cauc,low,0,7,no
Geoffrey,male,cauc,low,0,26,yes
Geoffrey,male,cauc,high,0,8,yes
Greg,male,cauc,low,0,7,yes
Jay,male,cauc,high,0,2,no
Jermaine,male,afam,low,0,26,yes
Lakisha,female,afam,low,0,8,yes
Latonya,female,afam,high,0,8,no
Matthew,male,cauc,low,0,11,no
Neil,male,cauc,high,0,14,yes
Rasheed,male,afam,low,0,6,yes
Rasheed,male,afam,high,0,2,yes
Rasheed,male,afam,high,0,18,yes
Sarah,female,cauc,low,0,7,yes
Sarah,female,cauc,low,0,8,yes
Sarah,female,cauc,high,0,10,no
Tamika,female,afam,low,0,6,no
Tanisha,female,afam,low,0,10,no
Tremayne,male,afam,low,0,6,yes
Tremayne,male,afam,high,0,2,yes
Brendan,male,cauc,low,0,26,yes
Brendan,male,cauc,high,0,9,no
Greg,male,cauc,high,0,8,no
Jamal,male,afam,high,0,14,no
Jermaine,male,afam,low,0,7,yes
Kareem,male,afam,low,0,8,yes
Keisha,female,afam,high,0,2,no
Laurie,female,cauc,low,0,6,yes
Laurie,female,cauc,low,0,16,no
Leroy,male,afam,high,0,2,yes
Leroy,male,afam,high,0,14,yes
Neil,male,cauc,high,0,18,yes
Sarah,female,cauc,high,0,8,yes
Tamika,female,afam,low,0,13,no
Tanisha,female,afam,low,0,7,no
Todd,male,cauc,low,0,6,no
Ebony,female,afam,low,0,7,no
Greg,male,cauc,high,0,8,no
Greg,male,cauc,high,1,13,no
Hakim,male,afam,high,0,8,yes
Hakim,male,afam,high,0,2,no
Kareem,male,afam,low,0,6,yes
Kareem,male,afam,high,0,8,no
Kenya,female,afam,high,0,23,no
Kristen,female,cauc,low,0,6,yes
Kristen,female,cauc,low,1,26,no
Lakisha,female,afam,low,0,15,no
Latoya,female,afam,high,0,2,yes
Laurie,female,cauc,high,0,2,yes
Meredith,female,cauc,low,0,7,yes
Neil,male,cauc,low,0,6,no
Neil,male,cauc,high,0,2,no
Tamika,female,afam,low,0,6,no
Todd,male,cauc,low,0,7,no
Todd,male,cauc,high,0,8,yes
Tyrone,male,afam,low,0,7,yes
Jamal,male,afam,low,0,8,no
Kareem,male,afam,high,0,10,no
Laurie,female,cauc,high,0,8,no
Todd,male,cauc,low,0,8,no
Aisha,female,afam,high,0,14,no
Anne,female,cauc,low,0,7,no
Brendan,male,cauc,high,0,6,no
Brett,male,cauc,high,0,8,no
Emily,female,cauc,low,0,26,no
Greg,male,cauc,high,0,18,no
Jamal,male,afam,low,0,10,no
Jermaine,male,afam,low,0,6,no
Latonya,female,afam,low,0,7,yes
Latonya,female,afam,high,0,10,no
Leroy,male,afam,low,0,8,no
Meredith,female,cauc,low,0,8,no
Rasheed,male,afam,high,0,8,yes
Rasheed,male,afam,high,0,2,no
Sarah,female,cauc,high,0,2,yes
Todd,male,cauc,low,0,6,yes
Brad,male,cauc,high,0,10,yes
Ebony,female,afam,high,0,8,yes
Greg,male,cauc,low,0,8,yes
Hakim,male,afam,low,0,8,yes
Emily,female,cauc,high,0,9,no
Kenya,female,afam,low,0,4,no
Sarah,female,cauc,low,0,2,no
Tamika,female,afam,high,0,8,no
Brad,male,cauc,low,0,26,yes
Carrie,female,cauc,high,0,14,no
Ebony,female,afam,low,0,6,no
Geoffrey,male,cauc,low,0,7,no
Geoffrey,male,cauc,high,0,18,yes
Jamal,male,afam,low,0,26,no
Kareem,male,afam,high,0,2,no
Kristen,female,cauc,low,0,8,no
Lakisha,female,afam,high,0,18,no
Leroy,male,afam,low,0,8,yes
Neil,male,cauc,high,0,8,no
Tamika,female,afam,high,0,14,yes
Aisha,female,afam,low,0,7,yes
Allison,female,cauc,low,0,6,no
Anne,female,cauc,high,0,8,yes
Anne,female,cauc,high,0,18,no
Brad,male,cauc,low,0,8,yes
Brendan,male,cauc,low,0,8,no
Brett,male,cauc,high,0,2,no
Jermaine,male,afam,low,0,7,no
Lakisha,female,afam,low,0,8,yes
Latonya,female,afam,high,0,8,no
Latonya,female,afam,high,0,14,no
Laurie,female,cauc,high,0,2,yes
Leroy,male,afam,high,0,8,yes
Meredith,female,cauc,low,0,6,yes
Rasheed,male,afam,high,0,10,yes
Tremayne,male,afam,low,0,26,no
Allison,female,cauc,high,0,18,no
Anne,female,cauc,low,0,7,no
Geoffrey,male,cauc,low,0,26,no
Jamal,male,afam,high,0,8,no
Kareem,male,afam,low,0,8,no
Kristen,female,cauc,high,0,2,no
Tamika,female,afam,high,0,14,no
Tanisha,female,afam,low,0,6,no
Anne,female,cauc,low,0,2,no
Emily,female,cauc,high,0,8,no
Hakim,male,afam,high,0,2,no
Jill,female,cauc,low,0,6,no
Kenya,female,afam,high,0,6,no
Kristen,female,cauc,high,0,7,no
Latonya,female,afam,low,0,7,no
Matthew,male,cauc,low,0,6,no
Meredith,female,cauc,high,0,8,no
Rasheed,male,afam,low,0,7,no
Tremayne,male,afam,low,0,6,no
Tremayne,male,afam,high,0,2,no
Jermaine,male,afam,low,0,6,no
Laurie,female,cauc,high,1,8,no
Matthew,male,cauc,low,0,7,no
Rasheed,male,afam,high,0,2,no
Brett,male,cauc,low,0,6,no
Emily,female,cauc,high,0,2,no
Geoffrey,male,cauc,low,0,26,no
Jamal,male,afam,low,0,8,no
Jamal,male,afam,low,1,7,no
Jamal,male,afam,low,0,7,no
Kareem,male,afam,high,0,8,no
Latonya,female,afam,high,0,8,no
Laurie,female,cauc,high,0,2,no
Neil,male,cauc,low,1,6,no
Sarah,female,cauc,high,0,14,no
Tyrone,male,afam,high,0,18,no
Ebony,female,afam,high,0,8,no
Jamal,male,afam,low,0,7,no
Sarah,female,cauc,low,0,6,no
Todd,male,cauc,high,0,2,no
Ebony,female,afam,low,1,8,no
Jill,female,cauc,low,1,8,no
Kristen,female,cauc,high,1,8,no
Tanisha,female,afam,high,0,7,no
Carrie,female,cauc,low,0,6,yes
Darnell,male,afam,high,0,8,yes
Geoffrey,male,cauc,high,0,2,yes
Geoffrey,male,cauc,high,0,2,no
Jermaine,male,afam,high,0,8,no
Latonya,female,afam,low,0,6,no
Matthew,male,cauc,low,0,7,no
Tanisha,female,afam,low,0,7,yes
Allison,female,cauc,high,0,2,no
Darnell,male,afam,low,0,6,no
Jay,male,cauc,low,1,7,no
Tyrone,male,afam,high,0,8,no
Allison,female,cauc,high,0,8,yes
Anne,female,cauc,low,0,7,yes
Anne,female,cauc,low,0,6,no
Ebony,female,afam,high,0,8,no
Lakisha,female,afam,low,0,6,yes
Sarah,female,cauc,high,0,2,no
Tanisha,female,afam,low,0,7,no
Tanisha,female,afam,high,0,2,yes
Brendan,male,cauc,low,0,6,no
Ebony,female,afam,high,0,8,no
Greg,male,cauc,high,0,2,no
Latoya,female,afam,low,1,7,no
Brad,male,cauc,low,1,7,no
Ebony,female,afam,low,0,6,no
Neil,male,cauc,high,1,7,no
Rasheed,male,afam,high,1,4,no
Carrie,female,cauc,low,1,4,no
Latoya,female,afam,low,1,4,no
Anne,female,cauc,high,0,7,no
Carrie,female,cauc,low,1,6,no
Ebony,female,afam,low,0,6,no
Hakim,male,afam,low,0,3,yes
Keisha,female,afam,high,1,9,no
Kenya,female,afam,high,0,4,yes
Neil,male,cauc,low,0,2,yes
Todd,male,cauc,high,0,4,yes
Kristen,female,cauc,low,0,4,no
Sarah,female,cauc,high,0,8,no
Tamika,female,afam,low,0,4,no
Tanisha,female,afam,high,0,5,no
Allison,female,cauc,low,1,6,no
Ebony,female,afam,low,1,11,no
Latoya,female,afam,high,1,3,no
Laurie,female,cauc,high,0,5,no
Darnell,male,afam,low,0,6,no
Jay,male,cauc,low,0,6,no
Brendan,male,cauc,high,0,5,no
Darnell,male,afam,high,0,7,no
Geoffrey,male,cauc,low,0,5,no
Latoya,female,afam,low,0,3,no
Aisha,female,afam,high,0,6,no
Allison,female,cauc,high,0,7,no
Jay,male,cauc,high,0,6,no
Kenya,female,afam,high,0,7,no
Kristen,female,cauc,low,0,2,no
Lakisha,female,afam,low,0,6,no
Meredith,female,cauc,low,0,6,no
Tyrone,male,afam,low,0,2,no
Anne,female,cauc,low,0,15,no
Carrie,female,cauc,high,0,13,no
Kenya,female,afam,low,0,12,no
Latoya,female,afam,high,0,11,no
Carrie,female,cauc,high,0,7,no
Greg,male,cauc,high,0,7,no
Jay,male,cauc,low,0,2,no
Kenya,female,afam,high,0,7,no
Latoya,female,afam,high,0,7,no
Meredith,female,cauc,low,0,5,no
Rasheed,male,afam,low,0,2,no
Tanisha,female,afam,low,0,6,no
Anne,female,cauc,high,0,4,no
Latoya,female,afam,high,0,4,no
Sarah,female,cauc,low,0,4,no
Tanisha,female,afam,low,0,4,no
Carrie,female,cauc,high,0,5,no
Hakim,male,afam,high,0,5,no
Emily,female,cauc,low,0,11,yes
Lakisha,female,afam,high,0,12,yes
Latoya,female,afam,low,0,25,yes
Sarah,female,cauc,high,0,11,yes
Allison,female,cauc,high,0,6,yes
Ebony,female,afam,low,0,6,yes
Kristen,female,cauc,low,0,2,yes
Tamika,female,afam,high,0,5,yes
Brendan,male,cauc,high,0,4,no
Latoya,female,afam,high,0,5,no
Brendan,male,cauc,low,0,5,no
Ebony,female,afam,low,1,3,no
Emily,female,cauc,high,1,8,no
Latonya,female,afam,high,1,18,no
Latoya,female,afam,low,0,4,no
Laurie,female,cauc,low,1,8,no
Aisha,female,afam,high,1,9,no
Carrie,female,cauc,low,0,12,no
Geoffrey,male,cauc,low,0,4,yes
Jermaine,male,afam,high,0,5,yes
Keisha,female,afam,low,0,8,no
Kristen,female,cauc,high,1,8,no
Latonya,female,afam,low,0,6,yes
Laurie,female,cauc,high,0,3,yes
Lakisha,female,afam,high,0,7,yes
Sarah,female,cauc,high,0,9,yes
Emily,female,cauc,low,0,2,no
Jamal,male,afam,low,0,2,no
Brad,male,cauc,low,0,5,yes
Tamika,female,afam,low,0,4,yes
Allison,female,cauc,low,0,1,no
Latonya,female,afam,low,0,7,no
Meredith,female,cauc,high,0,26,no
Tamika,female,afam,high,0,16,no
Ebony,female,afam,low,0,6,yes
Geoffrey,male,cauc,low,1,4,no
Keisha,female,afam,low,0,4,no
Laurie,female,cauc,high,0,11,yes
Meredith,female,cauc,low,0,6,yes
Tanisha,female,afam,high,0,11,yes
Aisha,female,afam,low,0,2,yes
Brad,male,cauc,low,0,4,yes
Leroy,male,afam,high,0,5,yes
Neil,male,cauc,high,0,6,yes
Lakisha,female,afam,low,0,4,yes
Latoya,female,afam,high,0,5,yes
Meredith,female,cauc,low,0,4,yes
Sarah,female,cauc,high,0,5,yes
Kristen,female,cauc,low,0,4,no
Latonya,female,afam,high,0,6,no
Laurie,female,cauc,high,0,6,no
Sarah,female,cauc,high,0,7,no
Tamika,female,afam,high,0,5,no
Tanisha,female,afam,low,0,6,no
Allison,female,cauc,high,0,8,yes
Kenya,female,afam,high,0,3,yes
Meredith,female,cauc,high,0,6,yes
Tamika,female,afam,high,0,6,yes
Anne,female,cauc,low,0,10,yes
Keisha,female,afam,low,0,2,yes
